LOCATION,NAME,FACILITY_TYPE,WEBLINK,FACILITY_SUBTYPE,FACILITYID,LONGITUDE,LATITUDE
19340 88 AVE,Port Kells Park Washroom,Washroom,http://www.surrey.ca/culture-recreation/2140.aspx,,1001223077,-122.68648355992646,49.16117776722324
7365 128 ST,Newton Athletic Pavilion,Washroom,http://www.surrey.ca/culture-recreation/2059.aspx,,1001222916,-122.86979587836225,49.137350548477514
13591 Crestview Dr,Bolivar Park Washroom,Washroom,,,1002054247,-122.8506050824417,49.21060027998881
13750 88 AVE,Bear Creek Pavilion,Washroom,http://www.surrey.ca/culture-recreation/1903.aspx,,1001222960,-122.84255251158602,49.16135176349816
14601 20 AVE,South Surrey Recreation & Arts Centre,Washroom,http://www.surrey.ca/culture-recreation/1918.aspx,,1001222968,-122.81854544450881,49.0399512164424
13820 88 AVE,Bear Creek Pool,Swimming Pool,http://www.surrey.ca/culture-recreation/14025.aspx,,1001222934,-122.8391483692679,49.16109550804998
18513 70 AVE,Clayton Community Hall,Washroom,http://www.surrey.ca/culture-recreation/13137.aspx,,1001222995,-122.70913553087965,49.13004954288146
17901 60 AVE,Greenaway Pool,Swimming Pool,http://www.surrey.ca/culture-recreation/14044.aspx,,1001222975,-122.72660439466114,49.111668512728095
6386 176 ST,Bill Reid Millennium Amphitheatre,Attraction,http://www.surrey.ca/culture-recreation/2175.aspx,,1001222978,-122.73196747649742,49.11751828421858
7155 187A St,CLAYTON COMMUNITY CENTRE,Recreation Centre,,,1002227571,-122.70457694503236,49.13295023361426
6272 152 St,Sullivan Park Modular Washroom,Washroom,,,1001971491,-122.79678865726083,49.116173503152446
12160 BEECHER ST,Beecher Place,Washroom,http://www.alexhouse.net/beecher-place,,1001222999,-122.88484853334164,49.05194009511149
2197 148 ST,South Surrey Rotary Fieldhouse,Washroom,http://www.clubrunner.ca/Portal/SitePages/SitePage.aspx?cid=256&pid=54609,,1001222963,-122.81556891835476,49.040421791083546
12152 75A Ave,Strawberry Hill Meeting Hall,Community Hall/Centre,,,1001230240,-122.88595248092761,49.13922144952108
12555 CRESCENT RD,Crescent Beach Marina,,,,1001243144,-122.87047117064742,49.056430539389886
6022 176 ST,Old Surrey Museum (Trucks Museum),Attraction,http://www.surrey.ca/culture-recreation/2372.aspx,,1001223030,-122.734213769705,49.11187225245314
10706 148 ST,Holly Park Caretaker Building,Other Recreation,,,1001223059,-122.81081596982273,49.197232421108964
10277 KING GEORGE BLVD,City Centre Comm Policing Office,,,,1001223066,-122.84600790823515,49.18948828533931
561 172 ST,The Glades - House,Park,,,1001309066,-122.74693206450371,49.011385066778054
15802 80 AVE,Fleetwood Park Scout House,,,,1001223072,-122.78451913969538,49.14744469751248
5441 125A ST,Colebrook United Church,Church,colebrookunited.org,,1001334298,-122.87511193755917,49.101519817858915
13035 104 AVE,Royal Kwantlen Pool,Swimming Pool,http://www.surrey.ca/culture-recreation/14050.aspx,,1001223058,-122.8607414194299,49.19237529373236
13485 CENTRAL AVE,KPU,School,https://www.kpu.ca/civicplaza,,1002133300,-122.84801973552855,49.1906197181969
13723 CRESCENT RD,Elgin Heritage Park Stwrt Hall,,,,1002137432,-122.84228191861901,49.06460475776976
16824 32 AVE,Kensington Prairie Gym,,,,1001343077,-122.75533535958381,49.05977359855061
15848 97A Ave,North Surrey Community Park Community Room,,,,1001802069,-122.78300308548037,49.17944331613039
14123 92 AVE,Resource And Education Centre,School,https://www.surreyschools.ca/About/ContactUs/Pages/default.aspx,,1001853315,-122.83109042247158,49.17060087028023
17465 60 AVE,William Of Orange Christian School,School,,,1001980867,-122.73927270048884,49.11273968436325
2199 146 ST,BMO Coastal Soccer Centre,Other Recreation,,,1002205496,-122.81389569886069,49.04375338731972
2239 152 ST,White Rock Christian Academy,School,http://www.wrca.bc.ca,Private,1001314171,-122.80229846698641,49.04338925822214
9016 164 St,Godwin Farm Biodiversity Preserve Washroom,Washroom,,,1002265286,-122.76398625098814,49.16735291796164
16600 Old Mclellan Rd,Surrey Centre Cemetery Portible Washroom,Washroom,,,1002295097,-122.75913872771135,49.110309880587664
5419 King George Blvd,Colebrook Park Washroom,Washroom,,,1002291638,-122.83803465766404,49.09736285640283
,Guildford Town Centre,Shopping Centre,https://www.guildfordtowncentre.com,,1001270132,-122.80224387363393,49.188548826487015
1845 154 ST,Sunnyside Community Hall,Community Hall/Centre,http://www.surrey.ca/culture-recreation/6054.aspx,,1001222944,-122.79690707770919,49.035361781395736
16987 25 AVE,Grandview Heights Secondary School,School,,Secondary,1002272769,-122.75205454614542,49.04839251624076
16666 23 AVE,Edgewood Elementary School,School,,Elementary,1002273104,-122.76129588319787,49.043167461500865
17325 2 AVE,Douglas Elementary School,School,,Elementary,1002273499,-122.74325499394602,49.006272976083906
19405 76 AVE,Maddaugh Elementary School,School,,Elementary,1002271334,-122.68515337892245,49.14160451042372
13089 Summerhill Cres,Summerhill Park - Basketball - Half Courts,Games,,,1001439375,-122.86108937561076,49.034220168483166
1782 136 St,Bell Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2180.aspx,,1001439376,-122.84319548063634,49.03375083719288
8959 150 St,Maple Green Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2117.aspx,,1001439319,-122.8081023777375,49.16455728042656
8959 150 St,Maple Green Park - Basketball - Half Courts,Games,,,1001439320,-122.80810210389743,49.16461039760759
7395 128 St,Newton Athletic Park - Basketball - Half Courts,Games,,,1001887822,-122.86847937950547,49.13603249689724
6220 184 St,Don Christian Park - Volleyball Courts,Volleyball,,,1001439362,-122.70973617683617,49.1156001347091
6220 184 St,Don Christian Park - Volleyball Courts,Volleyball,,,1002319618,-122.7093526740354,49.11559726325703
6220 184 St,Don Christian Park - Volleyball Courts,Volleyball,,,1001605850,-122.70954845031652,49.11559989800317
8959 150 St,Maple Green Park - Hockey Courts,Games,,,1001439321,-122.80789089569338,49.16449450096412
10588 160 St,Fraser Heights Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/Sports.aspx,,1001439312,-122.77497002006689,49.198508499194446
12576 100 Ave,Robson Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2074.aspx,,1001439293,-122.87287782229785,49.18426685616262
10310 154 St,Guildford Heights Park - Basketball Courts,Games,,,1001439314,-122.794977127209,49.18834765996321
15044 99A Ave,Douglas Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2133.aspx,,1001439315,-122.80441440108697,49.18166632619554
14962 98 Ave,Bonaccord Park - Basketball - Half Courts,Games,,,1001439316,-122.80817565553248,49.18015570549227
8959 150 St,Maple Green Park - Basketball - Half Courts,Games,,,1001439317,-122.80767798489758,49.16478307772869
12576 100 Ave,Robson Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2074.aspx,,1001439294,-122.87288744956042,49.184140043833196
2284 165 St,Edgewood Park - Basketball Courts,Games,,,1002307487,-122.76434807685794,49.043367198082194
10665 City Parkway,Tom Binnie Park - Hockey Courts,Games,,,1001888734,-122.84997942589212,49.19648282299545
14400 Currie Dr,Invergarry Park - Bike Park,Bike Park,,,1001605849,-122.81726629912234,49.20862034261669
7395 128 St,Newton Athletic Park - Basketball - Half Courts,Games,,,1001887827,-122.86847787951295,49.13618814945726
7395 128 St,Newton Athletic Park - Basketball - Half Courts,Games,,,1001887828,-122.8684785520929,49.13634523250854
7395 128 St,Newton Athletic Park - Basketball - Half Courts,Games,,,1001887829,-122.86847801747666,49.13654729753556
1925 148 St,South Surrey Athletic Park - Basketball Courts,Games,,,1001439382,-122.81832127448537,49.03935421808429
2040 150 St,Meridian by the Sea Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2213.aspx,,1001439383,-122.80636275417162,49.03904187712839
15802 80 Ave,Fleetwood Park - Volleyball Courts,Volleyball,,,1002325164,-122.78077705677414,49.14702032038616
15802 80 Ave,Fleetwood Park - Volleyball Courts,Volleyball,,,1002325163,-122.78095393638029,49.14701768125824
15112 87B Ave,Evergreen Tot-lot - Basketball Courts,Games,,,1001439395,-122.80366844974951,49.16181159211749
10588 160 St,Fraser Heights Park - Basketball Courts,Games,,,1001439397,-122.77733003322524,49.19469316897644
10588 160 St,Fraser Heights Park - Tennis Courts,Tennis,,,1001439400,-122.77758193966187,49.19564119824085
15802 80 Ave,Fleetwood Park - Volleyball Courts,Volleyball,,,1002325165,-122.78059293350925,49.147019970673966
10588 160 St,Fraser Heights Park - Tennis Courts,Tennis,,,1001439404,-122.77779070176442,49.19556093383531
3302 156A St,Morgan Creek Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2203.aspx,,1001439393,-122.78791156555894,49.062144143062625
13931 100 Ave,22D - Utility ROW - Bike Park,Bike Park,,,1002155729,-122.83496735550312,49.18678933807751
1925 148 St,South Surrey Athletic Park - Bike Park,Bike Park,,,1001439283,-122.81877258372475,49.04345485209969
1925 148 St,South Surrey Athletic Park - Volleyball Courts,Volleyball,,,1001439398,-122.81437146443325,49.0361094696725
1925 148 St,South Surrey Athletic Park - Volleyball Courts,Volleyball,,,1001439399,-122.81416336702502,49.036109134756956
5850 146 St,Goldstone Park - Basketball Courts,Games,,,1001439405,-122.81742928271032,49.109071332446646
5850 146 St,Goldstone Park - Tennis Courts,Tennis,,,1001439406,-122.81555312655749,49.1085115555658
13035 104 Ave,Royal Kwantlen Park - Skate Park,Skate Park,http://www.surrey.ca/culture-recreation/2095.aspx,,1001439273,-122.86187388208228,49.192351099192344
8400 King George Blvd,Bear Creek Youth Park - Skate Park,Skate Park,http://www.surrey.ca/culture-recreation/2083.aspx,,1001439274,-122.8452087644662,49.15642148140193
1925 148 St,South Surrey Athletic Park - Skate Park,Skate Park,http://www.surrey.ca/culture-recreation/Sports.aspx,,1001439276,-122.81855130724,49.03900852073868
16555 Fraser Hwy,Surrey Sport & Leisure Complex Grounds - Skate Park,Skate Park,http://www.surrey.ca/culture-recreation/1888.aspx,,1001439277,-122.76400630133986,49.15197470598421
10588 160 St,Fraser Heights Park - Skate Park,Skate Park,,,1001439278,-122.77693671930264,49.194565888023746
10665 City Parkway,Tom Binnie Park - Skate Park,Skate Park,,,1001801881,-122.84949410776295,49.19650030310402
6330 168 St,Cloverdale Athletic Park - Bike Park,Bike Park,,,1001439280,-122.75320645160257,49.11846536725773
6330 168 St,Cloverdale Athletic Park - Bike Park,Bike Park,,,1001439284,-122.7539926176623,49.11848157275279
8400 King George Blvd,Bear Creek Youth Park - Basketball Courts,Games,,,1001439324,-122.84481681754441,49.15653383150132
15802 80 Ave,Fleetwood Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2113.aspx,,1001439325,-122.78075858661532,49.14672014655566
2440 128 St,Crescent Park School Grounds - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2189.aspx,,1001439369,-122.8656745152581,49.04741155244496
2440 128 St,Crescent Park School Grounds - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2189.aspx,,1001439372,-122.86522705379701,49.04734761218218
2440 128 St,Crescent Park School Grounds - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2189.aspx,,1001439374,-122.86462128790426,49.04734870230561
12901 73 Ave,Parkwood Village Park - Basketball/Hockey Courts,Games,,,1001439337,-122.86651956328058,49.13551729006162
8959 150 St,Maple Green Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2117.aspx,,1001439323,-122.8073096593587,49.16448701093232
6272 152 St,Sullivan Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2028.aspx,,1001439345,-122.79688606939077,49.11584961304152
12151 Sullivan St,110A - Games Court - Basketball Courts,Games,,,1001439368,-122.88498255332715,49.05603052498942
15101 105 Ave,Guildford Recreation Centre & Library Grounds - Skate Park,Skate Park,,,1001879039,-122.80209956818436,49.19339897037462
1925 148 St,South Surrey Athletic Park - Volleyball Courts,Volleyball,,,1002135710,-122.81455961405639,49.03643965152297
1925 148 St,South Surrey Athletic Park - Volleyball Courts,Volleyball,,,1002135711,-122.81476771284801,49.03643998572565
15802 80 Ave,Fleetwood Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2113.aspx,,1001439326,-122.78047853081371,49.146638610930424
1761 Lilac Dr,Alderwood Park - Basketball/Hockey Courts,Games,,,1001439385,-122.7846679443933,49.03384708673858
1761 Lilac Dr,Alderwood Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2191.aspx,,1001439386,-122.78432423925167,49.03385467584666
19340 88 Ave,Port Kells Park - Bike Park,Bike Park,,,1001439285,-122.68809620611547,49.15995922652536
7395 128 St,Newton Athletic Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2059.aspx,,1001439336,-122.86825521651264,49.138128355929894
5424 - 148 St,Bob Rutledge Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2041.aspx,,1001439348,-122.81041878085482,49.10105743097056
7080 190 St,Hazelgrove Park - Basketball Courts,Games,,,1001799741,-122.69532307909435,49.13127104665166
1782 136 St,Bell Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2180.aspx,,1001439377,-122.84319425620248,49.033618060938785
1761 Lilac Dr,Alderwood Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2191.aspx,,1001439387,-122.78412600262094,49.03385367550077
1925 148 St,South Surrey Athletic Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2215.aspx,,1001439378,-122.81879103365027,49.04098405254615
1925 148 St,South Surrey Athletic Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2215.aspx,,1001439379,-122.81859439655919,49.04098675713515
18513 70 Ave,Clayton Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2159.aspx,,1001439364,-122.70912934568253,49.13194165897297
18513 70 Ave,Clayton Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2159.aspx,,1001439365,-122.70931583635351,49.131680246470474
13428 Old Yale Road,Holland Park - Basketball - Half Courts,Games,,,1001873478,-122.85087295579083,49.185265833293755
13428 Old Yale Road,Holland Park - Basketball - Half Courts,Games,,,1001873480,-122.85072415681593,49.18537105263642
7395 128 St,Newton Athletic Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2059.aspx,,1001439329,-122.86887405852065,49.138448757002735
7395 128 St,Newton Athletic Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2059.aspx,,1001439330,-122.86867060073362,49.13844938033214
7395 128 St,Newton Athletic Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2059.aspx,,1001439331,-122.86846316467873,49.13845089831136
7395 128 St,Newton Athletic Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2059.aspx,,1001439332,-122.86826114868796,49.13845066799846
7395 128 St,Newton Athletic Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2059.aspx,,1001439333,-122.86887230399488,49.1381264047341
7395 128 St,Newton Athletic Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2059.aspx,,1001439334,-122.86866747642316,49.13812707147907
7395 128 St,Newton Athletic Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2059.aspx,,1001439335,-122.86846134652971,49.13812769140004
1472 - 128 St,Fun Fun Park - Bike Park,Bike Park,,,1001879038,-122.86648086044458,49.02945501628262
12863 60 Ave,Panorama Park - Bike Park,Bike Park,,,1001751333,-122.86563068523833,49.11281210998313
16555 Fraser Hwy,Surrey Sport & Leisure Complex Grounds - Basketball Courts,Games,,,1001439391,-122.76387960831394,49.15208554004664
15802 80 Ave,Fleetwood Park - Basketball Courts,Games,,,1001439408,-122.78089783031083,49.14727122001426
12688 70 Ave,Evershine Park - Basketball/Hockey Courts,Games,,,1001439338,-122.87036710394916,49.12936894679185
12515 64 Ave,Tamanawis Park - Basketball Courts,Games,,,1001439339,-122.87390374748901,49.11959389234637
13313 68 Ave,Unwin Park - Lacrosse Box Courts,Lacrosse Box,http://www.surrey.ca/culture-recreation/2020.aspx,,1001439341,-122.85229025079461,49.1285770029608
10588 160 St,Fraser Heights Park - Tennis Courts,Tennis,,,1001439401,-122.77738200025108,49.195643033759914
10588 160 St,Fraser Heights Park - Tennis Courts,Tennis,,,1001439402,-122.77718206581407,49.19564375858265
10588 160 St,Fraser Heights Park - Tennis Courts,Tennis,,,1001439403,-122.7769804321176,49.19564559013796
13313 68 Ave,Unwin Park - Lacrosse Box Courts,Lacrosse Box,http://www.surrey.ca/culture-recreation/2020.aspx,,1001439342,-122.85253118628577,49.12803524695001
2440 128 St,Crescent Park School Grounds - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2189.aspx,,1001439371,-122.86542425042872,49.04734874184885
7080 190 St,Hazelgrove Park - Tennis Courts,Tennis,,,1001953356,-122.69545614235707,49.13155304458091
6240 Highway 15,Cloverdale Youth Park - Skate Park,Skate Park,,,1001753355,-122.73418926180331,49.116165342091165
16824 32 Ave,Kensington Prairie School Grounds - Basketball - Half Courts,Games,,,1002192026,-122.75501908234504,49.059748046577894
8959 150 St,Maple Green Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2117.aspx,,1001439322,-122.80754696147459,49.164488306188716
7080 190 St,Hazelgrove Park - Tennis Courts,Tennis,,,1001953358,-122.69565199372236,49.131553561006086
11083 Swan Cres,Hummingbird Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2143.aspx,,1001439311,-122.80422572672757,49.203247224869855
9058 Holt Rd,Kennedy Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2078.aspx,,1001439297,-122.8860836375875,49.16776092059985
9058 Holt Rd,Kennedy Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2078.aspx,,1001439298,-122.88588692511024,49.16775888233893
9058 Holt Rd,Kennedy Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2078.aspx,,1001439299,-122.8862755350117,49.16743952573933
9058 Holt Rd,Kennedy Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2078.aspx,,1001439300,-122.88608986252049,49.16743934274326
9058 Holt Rd,Kennedy Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2078.aspx,,1001439301,-122.88590151926763,49.16743731276178
8959 150 St,Maple Green Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2117.aspx,,1001439318,-122.80810284577109,49.16443615859966
13313 68 Ave,Unwin Park - Basketball/Hockey Courts,Games,,,1001439343,-122.85240386823305,49.12682749394978
14069 68 Ave,Hazelnut Meadows Community Park - Basketball Courts,Games,,,1001439344,-122.83396968975389,49.12777112888125
6330 168 St,Cloverdale Athletic Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2177.aspx,,1001439352,-122.75617307840332,49.11703874009284
11475 126A St,Bridgeview Park - Basketball Courts,Games,,,1001439287,-122.87198362627647,49.210564835330516
10665 City Parkway,Tom Binnie Park - Basketball Courts,Games,,,1001439288,-122.84970779436516,49.19613971327435
13035 104 Ave,Royal Kwantlen Park - Lacrosse Box Courts,Lacrosse Box,http://www.surrey.ca/culture-recreation/2095.aspx,,1001439289,-122.86271686806873,49.192225540127566
13035 104 Ave,Royal Kwantlen Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2095.aspx,,1001439290,-122.86134644974692,49.19214946680874
18513 70 Ave,Clayton Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2159.aspx,,1001439366,-122.7090883592418,49.13167863906983
2040 150 St,Meridian by the Sea Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2213.aspx,,1001439384,-122.8061606582693,49.03904270728018
3302 156A St,Morgan Creek Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2203.aspx,,1001439394,-122.78773275844954,49.06208664777648
13035 104 Ave,Royal Kwantlen Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2095.aspx,,1001439291,-122.86134688704598,49.19199299375111
6272 152 St,Sullivan Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2028.aspx,,1001439346,-122.79668598876093,49.115851014974886
5424 - 148 St,Bob Rutledge Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2041.aspx,,1001439347,-122.81061285109055,49.10105370155451
6330 168 St,Cloverdale Athletic Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2177.aspx,,1001439353,-122.75597366204028,49.11703816555974
5424 - 148 St,Bob Rutledge Park - Basketball Courts,Games,,,1001439349,-122.81063862375547,49.10079710320568
6330 168 St,Cloverdale Athletic Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2177.aspx,,1001439350,-122.75616275671824,49.117368489180336
2440 128 St,Crescent Park School Grounds - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2189.aspx,,1001439370,-122.86567345886527,49.047295688585535
6330 168 St,Cloverdale Athletic Park - Lacrosse Box Courts,Lacrosse Box,http://www.surrey.ca/culture-recreation/2177.aspx,,1001439354,-122.75428043438934,49.11600607359392
13035 104 Ave,Royal Kwantlen Park - Basketball Courts,Games,,,1001439292,-122.8613789462171,49.1923080483178
6330 168 St,Cloverdale Athletic Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2177.aspx,,1001439351,-122.75596499931694,49.11736971722562
9058 Holt Rd,Kennedy Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2078.aspx,,1001439295,-122.88627198629925,49.16776110624123
9058 Holt Rd,Kennedy Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2078.aspx,,1001439296,-122.88608587261592,49.16798261335645
17375 2 Ave,Dufferin Park - Basketball/Hockey Courts,Games,,,1001751812,-122.74223777133963,49.00626409885852
11475 126A St,Bridgeview Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2085.aspx,,1001439286,-122.87175423942035,49.21057591494114
6240 Highway 15,Cloverdale Youth Park - Basketball Courts,Games,,,1001843466,-122.73404173764638,49.11599262635683
6330 168 St,Cloverdale Athletic Park - Basketball/Hockey Courts,Games,,,1001439355,-122.75372176531937,49.116109680148526
5880 Aberdeen St,Cloverdale Heights Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2176.aspx,,1001439356,-122.74986611745845,49.10917412809182
5880 Aberdeen St,Cloverdale Heights Park - Basketball Courts,Games,,,1001439357,-122.74965201986925,49.109188731406796
6220 184 St,Don Christian Park - Basketball/Hockey Courts,Games,,,1001439361,-122.71216198782291,49.115896918683845
11083 Swan Cres,Hummingbird Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2143.aspx,,1001439310,-122.80422126487771,49.20340378060244
12730 92 Ave,Robertson Drive Park - Basketball Courts,Games,,,1001439302,-122.87047348989596,49.16894773087243
2440 128 St,Crescent Park School Grounds - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2189.aspx,,1001439373,-122.86482546868803,49.04734804207855
5850 146 St,Goldstone Park - Tennis Courts,Tennis,,,1001439407,-122.81535420527584,49.10851123758093
15802 80 Ave,Fleetwood Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2113.aspx,,1001439327,-122.78027819650887,49.146638229895245
10706 148 St,Holly Park - Basketball - Half Courts,Games,,,1001439307,-122.81042561673176,49.1971519104012
10706 148 St,Holly Park - Lacrosse Box Courts,Lacrosse Box,http://www.surrey.ca/culture-recreation/2131.aspx,,1001439308,-122.8099603457857,49.19715744251611
14875 108A Ave,Riverside Park - Basketball Courts,Games,,,1001439309,-122.81014673865849,49.201337690446785
10588 160 St,Fraser Heights Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/Sports.aspx,,1001439313,-122.77476988025197,49.19850986317401
12160 Beecher St,Crescent Beach - Volleyball Courts,Volleyball,,,1001439367,-122.886754285353,49.05724464960211
7395 128 St,Newton Athletic Park - Volleyball Courts,Volleyball,,,1001743629,-122.86922064935032,49.13568394180648
7395 128 St,Newton Athletic Park - Volleyball Courts,Volleyball,,,1001743630,-122.86938548400121,49.13568107908687
7676 122 St,Strawberry Hill Park - Volleyball Courts,Volleyball,,,1001935124,-122.88403539052258,49.14283557348548
6998 148 St,T.E. Scott Elementary School Park - Volleyball Courts,Volleyball,,,1001942820,-122.81160804127491,49.130084783122705
15434 Kildare Dr,Kettle Crescent Park - Volleyball Courts,Volleyball,,,1001942830,-122.79526116575767,49.11042580761294
7017 122 St,Kabaddi Park - Volleyball Courts,Volleyball,,,1002307490,-122.8887919470967,49.13091412907242
1925 148 St,South Surrey Athletic Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2215.aspx,,1001439380,-122.81827682001511,49.04098400861513
1925 148 St,South Surrey Athletic Park - Tennis Courts,Tennis,http://www.surrey.ca/culture-recreation/2215.aspx,,1001439381,-122.81807780213632,49.04098293044041
6188 176 STREET,Cloverdale Recreation Centre,Seniors Centre,http://www.surrey.ca/culture-recreation/5030.aspx,,1001356175,-122.7339210023088,49.11524531546162
12161 72 AVENUE,Cineplex Odeon Strawberry Hill Cinemas                                                                                          ,Movie Theatre,http://www.cineplex.com/Theatres/TheatreDetails/Cineplex-Odeon-Strawberry-Hill-Cinemas.aspx,,1001317216,-122.88723193330542,49.13591846255459
10153 KING GEORGE BOULEVARD,B.C. Surrey Passport Office                                                                                                     ,Other,http://www.ppt.gc.ca/service/index.aspx?lang=eng&city=Surrey&province=BC&chkPPTC=on&chkCPC=on&chkSCC=on,Private,1001350568,-122.84931413505572,49.18628623008907
13450 102 AVENUE,Surrey Visitor Centre                                                                                                           ,Other,http://www.tourismsurrey.com/,Tourism,1001350568,-122.84945136647383,49.186286409055555
1815 152 STREET,South Surrey RCMP District Office                                                                                               ,RCMP,http://www.surreyrcmp.ca,,1001335477,-122.80165249191386,49.03518532618147
1815 152 STREET,Semiahmoo Library                                                                                                               ,Library,http://www.surreylibraries.ca/location-hours/4680.aspx,,1001335477,-122.80178930686418,49.03518556124935
13479 76 AVENUE,TREES Program                                                                                                                   ,School,http://www.pcrs.ca/trees,Programs and Services,1001274175,-122.84909593796074,49.14150441699427
13479 76 AVENUE,KEY (Knowledge Education for Youth) Program                                                                                     ,School,https://www.surreyschools.ca/Lists/SD36.Intranet.Mobile.Connect-SchoolInfo/DispForm.aspx?ID=175,Programs and Services,1001274175,-122.84923304568758,49.141504596100475
12870 72 AVENUE,Newton Adult Education Centre                                                                                                   ,School,https://www.surreyschools.ca/schools/newtonadulted/Pages/default.aspx,Adult/Continuing Education,1001249683,-122.86567858825825,49.1319947932348
12870 72 AVENUE,B.C.I.T. Surrey Campus                                                                                                          ,School,http://www.bcit.ca,Post-Secondary,1001249683,-122.86581566985737,49.13199495262774
17857 56 AVENUE,Cloverdale Traditional                                                                                                          ,School,https://www.surreyschools.ca/schools/cloverdaletraditional/Pages/default.aspx,District Program School,1001302403,-122.72797342569315,49.10474988565606
15225 98 AVENUE,Mountainview Montessori                                                                                                         ,School,https://www.surreyschools.ca/schools/mountainview/Pages/default.aspx,District Program School,1001314522,-122.79988882741604,49.18087843593359
9457 KING GEORGE BOULEVARD,Queen Elizabeth Adult Education Centre                                                                                          ,School,https://www.surreyschools.ca/schools/queenelizabethadulted/Pages/default.aspx,Adult/Continuing Education,1001264552,-122.84732863095921,49.174565866908814
19233 60 AVENUE,Surrey Connect                                                                                                                  ,School,http://www.surreyconnect.sd36.bc.ca/Pages/Default.aspx,Adult/Continuing Education,1001283054,-122.68983185255156,49.112046017165035
